ip,cidr,hostname,owner,note,status
10.10.30.74,10.10.30.0/24,api70-dc-ci.corp.example.com,DevOps,Api server — Production,used
10.10.30.75,10.10.30.0/24,mail71-dc-ci.corp.example.com,DevOps,Mail server — SELinux enforcing,used
10.10.30.76,10.10.30.0/24,vpn72-dc-ci.corp.example.com,DevOps,Vpn server — Scheduled for decom Q3,used
10.10.30.77,10.10.30.0/24,proxy73-dc-ci.corp.example.com,DevOps,Proxy server — Ansible-managed,used
10.10.30.78,10.10.30.0/24,nfs74-dc-ci.corp.example.com,DevOps,Nfs server — Ubuntu 24.04 LTS,used
10.10.30.79,10.10.30.0/24,ldap75-dc-ci.corp.example.com,DevOps,Ldap server — Patched 2026-03,used
10.10.30.80,10.10.30.0/24,radius76-dc-ci.corp.example.com,DevOps,Radius server — DR standby,used
10.10.30.81,10.10.30.0/24,syslog77-dc-ci.corp.example.com,DevOps,Syslog server — Patched 2026-03,used
10.10.30.82,10.10.30.0/24,monitor78-dc-ci.corp.example.com,DevOps,Monitor server — Rebuilt 2026-01,used
10.10.30.83,10.10.30.0/24,backup79-dc-ci.corp.example.com,DevOps,Backup server — DR standby,used
10.10.30.84,10.10.30.0/24,ansible80-dc-ci.corp.example.com,DevOps,Ansible server — DR standby,used
10.10.30.85,10.10.30.0/24,git81-dc-ci.corp.example.com,DevOps,Git server — DR standby,used
10.10.30.86,10.10.30.0/24,ci82-dc-ci.corp.example.com,DevOps,Ci server — RHEL 9.2,used
10.10.30.87,10.10.30.0/24,artifact83-dc-ci.corp.example.com,DevOps,Artifact server — Windows Server 2022,used
10.10.30.88,10.10.30.0/24,vault84-dc-ci.corp.example.com,DevOps,Vault server — Ubuntu 24.04 LTS,used
10.10.30.89,10.10.30.0/24,kafka85-dc-ci.corp.example.com,DevOps,Kafka server — Patched 2026-03,used
10.10.30.90,10.10.30.0/24,redis86-dc-ci.corp.example.com,DevOps,Redis server — Ubuntu 24.04 LTS,used
10.10.30.91,10.10.30.0/24,elastic87-dc-ci.corp.example.com,DevOps,Elastic server — Ansible-managed,used
10.10.30.92,10.10.30.0/24,kibana88-dc-ci.corp.example.com,DevOps,Kibana server — DR standby,used
10.10.30.93,10.10.30.0/24,grafana89-dc-ci.corp.example.com,DevOps,Grafana server — Windows Server 2022,used
10.10.30.94,10.10.30.0/24,zabbix90-dc-ci.corp.example.com,DevOps,Zabbix server — New build,used
10.10.30.95,10.10.30.0/24,netbox91-dc-ci.corp.example.com,DevOps,Netbox server — Production,used
10.10.30.96,10.10.30.0/24,wiki92-dc-ci.corp.example.com,DevOps,Wiki server — Rebuilt 2026-01,used
10.10.30.97,10.10.30.0/24,jira93-dc-ci.corp.example.com,DevOps,Jira server — Scheduled for decom Q3,used
10.10.30.98,10.10.30.0/24,confluence94-dc-ci.corp.example.com,DevOps,Confluence server — SELinux enforcing,used
10.10.30.99,10.10.30.0/24,nexus95-dc-ci.corp.example.com,DevOps,Nexus server — Windows Server 2022,used
10.10.30.100,10.10.30.0/24,harbor96-dc-ci.corp.example.com,DevOps,Harbor server — HA pair node A,used
10.10.30.101,10.10.30.0/24,k8s-master97-dc-ci.corp.example.com,DevOps,K8S-Master server — New build,used
10.10.30.102,10.10.30.0/24,k8s-worker98-dc-ci.corp.example.com,DevOps,K8S-Worker server — Patched 2026-03,used
10.10.30.103,10.10.30.0/24,etcd99-dc-ci.corp.example.com,DevOps,Etcd server — HA pair node B,used
10.10.30.104,10.10.30.0/24,web100-dc-ci.corp.example.com,DevOps,Web server — Ubuntu 24.04 LTS,used
10.10.30.105,10.10.30.0/24,db101-dc-ci.corp.example.com,DevOps,Db server — Windows Server 2022,used
10.10.30.106,10.10.30.0/24,app102-dc-ci.corp.example.com,DevOps,App server — Ubuntu 24.04 LTS,used
10.10.30.107,10.10.30.0/24,api103-dc-ci.corp.example.com,DevOps,Api server — New build,used
10.10.30.108,10.10.30.0/24,mail104-dc-ci.corp.example.com,DevOps,Mail server — HA pair node A,used
10.10.30.109,10.10.30.0/24,vpn105-dc-ci.corp.example.com,DevOps,Vpn server — Legacy system,used
10.10.30.110,10.10.30.0/24,proxy106-dc-ci.corp.example.com,DevOps,Proxy server — HA pair node A,used
10.10.30.111,10.10.30.0/24,nfs107-dc-ci.corp.example.com,DevOps,Nfs server — HA pair node B,used
10.10.30.112,10.10.30.0/24,ldap108-dc-ci.corp.example.com,DevOps,Ldap server — Ubuntu 24.04 LTS,used
10.10.30.113,10.10.30.0/24,radius109-dc-ci.corp.example.com,DevOps,Radius server — Ubuntu 24.04 LTS,used
10.10.30.114,10.10.30.0/24,syslog110-dc-ci.corp.example.com,DevOps,Syslog server — New build,used
10.10.30.115,10.10.30.0/24,monitor111-dc-ci.corp.example.com,DevOps,Monitor server — Ansible-managed,used
10.10.30.116,10.10.30.0/24,backup112-dc-ci.corp.example.com,DevOps,Backup server — RHEL 9.2,used
10.10.30.117,10.10.30.0/24,ansible113-dc-ci.corp.example.com,DevOps,Ansible server — HA pair node A,used
10.10.30.118,10.10.30.0/24,git114-dc-ci.corp.example.com,DevOps,Git server — Scheduled for decom Q3,used
10.10.30.119,10.10.30.0/24,ci115-dc-ci.corp.example.com,DevOps,Ci server — SELinux enforcing,used
10.10.30.120,10.10.30.0/24,artifact116-dc-ci.corp.example.com,DevOps,Artifact server — Patched 2026-03,used
10.10.30.121,10.10.30.0/24,vault117-dc-ci.corp.example.com,DevOps,Vault server — New build,used
10.10.30.122,10.10.30.0/24,kafka118-dc-ci.corp.example.com,DevOps,Kafka server — New build,used
10.10.30.123,10.10.30.0/24,redis119-dc-ci.corp.example.com,DevOps,Redis server — Ubuntu 24.04 LTS,used
10.10.30.124,10.10.30.0/24,elastic120-dc-ci.corp.example.com,DevOps,Elastic server — HA pair node B,used
10.10.30.125,10.10.30.0/24,kibana121-dc-ci.corp.example.com,DevOps,Kibana server — Ubuntu 24.04 LTS,used
10.10.30.126,10.10.30.0/24,grafana122-dc-ci.corp.example.com,DevOps,Grafana server — Rebuilt 2026-01,used
10.10.30.127,10.10.30.0/24,zabbix123-dc-ci.corp.example.com,DevOps,Zabbix server — Legacy system,used
10.10.30.128,10.10.30.0/24,netbox124-dc-ci.corp.example.com,DevOps,Netbox server — Legacy system,used
10.10.30.129,10.10.30.0/24,wiki125-dc-ci.corp.example.com,DevOps,Wiki server — Rebuilt 2026-01,used
10.10.30.130,10.10.30.0/24,jira126-dc-ci.corp.example.com,DevOps,Jira server — DR standby,used
10.10.30.131,10.10.30.0/24,confluence127-dc-ci.corp.example.com,DevOps,Confluence server — RHEL 9.2,used
10.10.30.132,10.10.30.0/24,nexus128-dc-ci.corp.example.com,DevOps,Nexus server — HA pair node A,used
10.10.30.133,10.10.30.0/24,harbor129-dc-ci.corp.example.com,DevOps,Harbor server — Ubuntu 24.04 LTS,used
10.10.30.134,10.10.30.0/24,k8s-master130-dc-ci.corp.example.com,DevOps,K8S-Master server — Patched 2026-03,used
10.10.30.135,10.10.30.0/24,k8s-worker131-dc-ci.corp.example.com,DevOps,K8S-Worker server — DR standby,used
10.10.30.136,10.10.30.0/24,etcd132-dc-ci.corp.example.com,DevOps,Etcd server — RHEL 9.2,used
10.10.30.137,10.10.30.0/24,web133-dc-ci.corp.example.com,DevOps,Web server — HA pair node B,used
10.10.30.138,10.10.30.0/24,db134-dc-ci.corp.example.com,DevOps,Db server — Production,used
10.10.30.139,10.10.30.0/24,app135-dc-ci.corp.example.com,DevOps,App server — SELinux enforcing,used
10.10.30.140,10.10.30.0/24,api136-dc-ci.corp.example.com,DevOps,Api server — New build,used
10.10.30.141,10.10.30.0/24,mail137-dc-ci.corp.example.com,DevOps,Mail server — RHEL 9.2,used
10.10.30.142,10.10.30.0/24,vpn138-dc-ci.corp.example.com,DevOps,Vpn server — Scheduled for decom Q3,used
10.10.30.143,10.10.30.0/24,proxy139-dc-ci.corp.example.com,DevOps,Proxy server — Legacy system,used
10.10.30.144,10.10.30.0/24,nfs140-dc-ci.corp.example.com,DevOps,Nfs server — Ansible-managed,used
10.10.30.145,10.10.30.0/24,ldap141-dc-ci.corp.example.com,DevOps,Ldap server — Staging,used
10.10.30.146,10.10.30.0/24,radius142-dc-ci.corp.example.com,DevOps,Radius server — Windows Server 2022,used
10.10.30.147,10.10.30.0/24,syslog143-dc-ci.corp.example.com,DevOps,Syslog server — RHEL 9.2,used
10.10.30.148,10.10.30.0/24,monitor144-dc-ci.corp.example.com,DevOps,Monitor server — Legacy system,used
10.10.30.149,10.10.30.0/24,backup145-dc-ci.corp.example.com,DevOps,Backup server — RHEL 9.2,used
10.10.30.150,10.10.30.0/24,ansible146-dc-ci.corp.example.com,DevOps,Ansible server — Staging,used
10.10.30.151,10.10.30.0/24,git147-dc-ci.corp.example.com,DevOps,Git server — HA pair node B,used
10.10.30.152,10.10.30.0/24,ci148-dc-ci.corp.example.com,DevOps,Ci server — Staging,used
10.10.30.153,10.10.30.0/24,artifact149-dc-ci.corp.example.com,DevOps,Artifact server — Ubuntu 24.04 LTS,used
10.10.30.154,10.10.30.0/24,vault150-dc-ci.corp.example.com,DevOps,Vault server — DR standby,used
10.10.255.249,10.10.255.248/29,dc-oob-sw01.dc.example.com,Network Ops,OOB switch 1,reserved
10.10.255.250,10.10.255.248/29,dc-oob-sw02.dc.example.com,Network Ops,OOB switch 2,reserved
10.10.255.251,10.10.255.248/29,dc-oob-pdu01.dc.example.com,Network Ops,PDU rack A,reserved
10.10.255.252,10.10.255.248/29,dc-oob-pdu02.dc.example.com,Network Ops,PDU rack B,reserved
10.10.255.253,10.10.255.248/29,dc-console.dc.example.com,Network Ops,Console server,reserved
10.10.255.254,10.10.255.248/29,dc-kvm01.dc.example.com,Network Ops,KVM over IP,reserved
10.20.1.1,10.20.1.0/24,gw-dr-cmp.corp.example.com,Network Ops,Default gateway — DR Compute,reserved
10.20.1.2,10.20.1.0/24,dns1-dr-cmp.corp.example.com,Network Ops,Primary DNS — DR Compute,reserved
10.20.1.3,10.20.1.0/24,dns2-dr-cmp.corp.example.com,Network Ops,Secondary DNS — DR Compute,reserved
10.20.1.4,10.20.1.0/24,dhcp-dr-cmp.corp.example.com,Network Ops,DHCP server — DR Compute,reserved
10.20.1.5,10.20.1.0/24,web01-dr-cmp.corp.example.com,IT Infrastructure,Web server — HA pair node B,used
10.20.1.6,10.20.1.0/24,db02-dr-cmp.corp.example.com,IT Infrastructure,Db server — New build,used
10.20.1.7,10.20.1.0/24,app03-dr-cmp.corp.example.com,IT Infrastructure,App server — Ansible-managed,used
10.20.1.8,10.20.1.0/24,api04-dr-cmp.corp.example.com,IT Infrastructure,Api server — Legacy system,used
10.20.1.9,10.20.1.0/24,mail05-dr-cmp.corp.example.com,IT Infrastructure,Mail server — DR standby,used
10.20.1.10,10.20.1.0/24,vpn06-dr-cmp.corp.example.com,IT Infrastructure,Vpn server — RHEL 9.2,used
10.20.1.11,10.20.1.0/24,proxy07-dr-cmp.corp.example.com,IT Infrastructure,Proxy server — Rebuilt 2026-01,used
10.20.1.12,10.20.1.0/24,nfs08-dr-cmp.corp.example.com,IT Infrastructure,Nfs server — Staging,used
10.20.1.13,10.20.1.0/24,ldap09-dr-cmp.corp.example.com,IT Infrastructure,Ldap server — Ansible-managed,used
10.20.1.14,10.20.1.0/24,radius10-dr-cmp.corp.example.com,IT Infrastructure,Radius server — HA pair node A,used
10.20.1.15,10.20.1.0/24,syslog11-dr-cmp.corp.example.com,IT Infrastructure,Syslog server — RHEL 9.2,used
10.20.1.16,10.20.1.0/24,monitor12-dr-cmp.corp.example.com,IT Infrastructure,Monitor server — New build,used
10.20.1.17,10.20.1.0/24,backup13-dr-cmp.corp.example.com,IT Infrastructure,Backup server — Ansible-managed,used
10.20.1.18,10.20.1.0/24,ansible14-dr-cmp.corp.example.com,IT Infrastructure,Ansible server — Scheduled for decom Q3,used
10.20.1.19,10.20.1.0/24,git15-dr-cmp.corp.example.com,IT Infrastructure,Git server — Ansible-managed,used
10.20.1.20,10.20.1.0/24,ci16-dr-cmp.corp.example.com,IT Infrastructure,Ci server — Production,used
10.20.1.21,10.20.1.0/24,artifact17-dr-cmp.corp.example.com,IT Infrastructure,Artifact server — Rebuilt 2026-01,used
10.20.1.22,10.20.1.0/24,vault18-dr-cmp.corp.example.com,IT Infrastructure,Vault server — Production,used
10.20.1.23,10.20.1.0/24,kafka19-dr-cmp.corp.example.com,IT Infrastructure,Kafka server — Rebuilt 2026-01,used
10.20.1.24,10.20.1.0/24,redis20-dr-cmp.corp.example.com,IT Infrastructure,Redis server — Legacy system,used
10.20.1.25,10.20.1.0/24,elastic21-dr-cmp.corp.example.com,IT Infrastructure,Elastic server — Scheduled for decom Q3,used
10.20.1.26,10.20.1.0/24,kibana22-dr-cmp.corp.example.com,IT Infrastructure,Kibana server — HA pair node A,used
10.20.1.27,10.20.1.0/24,grafana23-dr-cmp.corp.example.com,IT Infrastructure,Grafana server — Rebuilt 2026-01,used
10.20.1.28,10.20.1.0/24,zabbix24-dr-cmp.corp.example.com,IT Infrastructure,Zabbix server — Staging,used
10.20.1.29,10.20.1.0/24,netbox25-dr-cmp.corp.example.com,IT Infrastructure,Netbox server — Scheduled for decom Q3,used
10.20.1.30,10.20.1.0/24,wiki26-dr-cmp.corp.example.com,IT Infrastructure,Wiki server — HA pair node A,used
10.20.1.31,10.20.1.0/24,jira27-dr-cmp.corp.example.com,IT Infrastructure,Jira server — Production,used
10.20.1.32,10.20.1.0/24,confluence28-dr-cmp.corp.example.com,IT Infrastructure,Confluence server — Scheduled for decom Q3,used
10.20.1.33,10.20.1.0/24,nexus29-dr-cmp.corp.example.com,IT Infrastructure,Nexus server — Ansible-managed,used
10.20.1.34,10.20.1.0/24,harbor30-dr-cmp.corp.example.com,IT Infrastructure,Harbor server — Staging,used
10.20.1.35,10.20.1.0/24,k8s-master31-dr-cmp.corp.example.com,IT Infrastructure,K8S-Master server — RHEL 9.2,used
10.20.1.36,10.20.1.0/24,k8s-worker32-dr-cmp.corp.example.com,IT Infrastructure,K8S-Worker server — Windows Server 2022,used
10.20.1.37,10.20.1.0/24,etcd33-dr-cmp.corp.example.com,IT Infrastructure,Etcd server — SELinux enforcing,used
10.20.1.38,10.20.1.0/24,web34-dr-cmp.corp.example.com,IT Infrastructure,Web server — Scheduled for decom Q3,used
10.20.1.39,10.20.1.0/24,db35-dr-cmp.corp.example.com,IT Infrastructure,Db server — Ubuntu 24.04 LTS,used
10.20.1.40,10.20.1.0/24,app36-dr-cmp.corp.example.com,IT Infrastructure,App server — DR standby,used
10.20.1.41,10.20.1.0/24,api37-dr-cmp.corp.example.com,IT Infrastructure,Api server — DR standby,used
10.20.1.42,10.20.1.0/24,mail38-dr-cmp.corp.example.com,IT Infrastructure,Mail server — Production,used
10.20.1.43,10.20.1.0/24,vpn39-dr-cmp.corp.example.com,IT Infrastructure,Vpn server — HA pair node B,used
10.20.1.44,10.20.1.0/24,proxy40-dr-cmp.corp.example.com,IT Infrastructure,Proxy server — Ansible-managed,used
10.20.1.45,10.20.1.0/24,nfs41-dr-cmp.corp.example.com,IT Infrastructure,Nfs server — RHEL 9.2,used
10.20.1.46,10.20.1.0/24,ldap42-dr-cmp.corp.example.com,IT Infrastructure,Ldap server — New build,used
10.20.1.47,10.20.1.0/24,radius43-dr-cmp.corp.example.com,IT Infrastructure,Radius server — Windows Server 2022,used
10.20.1.48,10.20.1.0/24,syslog44-dr-cmp.corp.example.com,IT Infrastructure,Syslog server — RHEL 9.2,used
10.20.1.49,10.20.1.0/24,monitor45-dr-cmp.corp.example.com,IT Infrastructure,Monitor server — DR standby,used
10.20.1.50,10.20.1.0/24,backup46-dr-cmp.corp.example.com,IT Infrastructure,Backup server — Ubuntu 24.04 LTS,used
10.20.1.51,10.20.1.0/24,ansible47-dr-cmp.corp.example.com,IT Infrastructure,Ansible server — Windows Server 2022,used
10.20.1.52,10.20.1.0/24,git48-dr-cmp.corp.example.com,IT Infrastructure,Git server — New build,used
10.20.1.53,10.20.1.0/24,ci49-dr-cmp.corp.example.com,IT Infrastructure,Ci server — New build,used
10.20.1.54,10.20.1.0/24,artifact50-dr-cmp.corp.example.com,IT Infrastructure,Artifact server — Patched 2026-03,used
10.20.1.55,10.20.1.0/24,vault51-dr-cmp.corp.example.com,IT Infrastructure,Vault server — Production,used
10.20.1.56,10.20.1.0/24,kafka52-dr-cmp.corp.example.com,IT Infrastructure,Kafka server — Ansible-managed,used
10.20.1.57,10.20.1.0/24,redis53-dr-cmp.corp.example.com,IT Infrastructure,Redis server — Staging,used
10.20.1.58,10.20.1.0/24,elastic54-dr-cmp.corp.example.com,IT Infrastructure,Elastic server — Production,used
10.20.1.59,10.20.1.0/24,kibana55-dr-cmp.corp.example.com,IT Infrastructure,Kibana server — HA pair node B,used
10.20.1.60,10.20.1.0/24,grafana56-dr-cmp.corp.example.com,IT Infrastructure,Grafana server — HA pair node A,used
10.20.1.61,10.20.1.0/24,zabbix57-dr-cmp.corp.example.com,IT Infrastructure,Zabbix server — RHEL 9.2,used
10.20.1.62,10.20.1.0/24,netbox58-dr-cmp.corp.example.com,IT Infrastructure,Netbox server — DR standby,used
10.20.1.63,10.20.1.0/24,wiki59-dr-cmp.corp.example.com,IT Infrastructure,Wiki server — Legacy system,used
10.20.1.64,10.20.1.0/24,jira60-dr-cmp.corp.example.com,IT Infrastructure,Jira server — Windows Server 2022,used
10.20.1.65,10.20.1.0/24,confluence61-dr-cmp.corp.example.com,IT Infrastructure,Confluence server — Patched 2026-03,used
10.20.1.66,10.20.1.0/24,nexus62-dr-cmp.corp.example.com,IT Infrastructure,Nexus server — Legacy system,used
10.20.1.67,10.20.1.0/24,harbor63-dr-cmp.corp.example.com,IT Infrastructure,Harbor server — Rebuilt 2026-01,used
10.20.1.68,10.20.1.0/24,k8s-master64-dr-cmp.corp.example.com,IT Infrastructure,K8S-Master server — Staging,used
10.20.1.69,10.20.1.0/24,k8s-worker65-dr-cmp.corp.example.com,IT Infrastructure,K8S-Worker server — Ubuntu 24.04 LTS,used
10.20.1.70,10.20.1.0/24,etcd66-dr-cmp.corp.example.com,IT Infrastructure,Etcd server — HA pair node B,used
10.20.1.71,10.20.1.0/24,web67-dr-cmp.corp.example.com,IT Infrastructure,Web server — HA pair node A,used
10.20.1.72,10.20.1.0/24,db68-dr-cmp.corp.example.com,IT Infrastructure,Db server — HA pair node B,used
10.20.1.73,10.20.1.0/24,app69-dr-cmp.corp.example.com,IT Infrastructure,App server — Staging,used
10.20.1.74,10.20.1.0/24,api70-dr-cmp.corp.example.com,IT Infrastructure,Api server — Production,used
10.20.1.75,10.20.1.0/24,mail71-dr-cmp.corp.example.com,IT Infrastructure,Mail server — HA pair node A,used
10.20.1.76,10.20.1.0/24,vpn72-dr-cmp.corp.example.com,IT Infrastructure,Vpn server — Rebuilt 2026-01,used
10.20.1.77,10.20.1.0/24,proxy73-dr-cmp.corp.example.com,IT Infrastructure,Proxy server — SELinux enforcing,used
10.20.1.78,10.20.1.0/24,nfs74-dr-cmp.corp.example.com,IT Infrastructure,Nfs server — Ubuntu 24.04 LTS,used
10.20.1.79,10.20.1.0/24,ldap75-dr-cmp.corp.example.com,IT Infrastructure,Ldap server — Patched 2026-03,used
10.20.1.80,10.20.1.0/24,radius76-dr-cmp.corp.example.com,IT Infrastructure,Radius server — New build,used
10.20.1.81,10.20.1.0/24,syslog77-dr-cmp.corp.example.com,IT Infrastructure,Syslog server — Staging,used
10.20.1.82,10.20.1.0/24,monitor78-dr-cmp.corp.example.com,IT Infrastructure,Monitor server — Staging,used
10.20.1.83,10.20.1.0/24,backup79-dr-cmp.corp.example.com,IT Infrastructure,Backup server — RHEL 9.2,used
10.20.1.84,10.20.1.0/24,ansible80-dr-cmp.corp.example.com,IT Infrastructure,Ansible server — Ansible-managed,used
10.20.1.85,10.20.1.0/24,git81-dr-cmp.corp.example.com,IT Infrastructure,Git server — New build,used
10.20.1.86,10.20.1.0/24,ci82-dr-cmp.corp.example.com,IT Infrastructure,Ci server — Patched 2026-03,used
10.20.1.87,10.20.1.0/24,artifact83-dr-cmp.corp.example.com,IT Infrastructure,Artifact server — Legacy system,used
10.20.1.88,10.20.1.0/24,vault84-dr-cmp.corp.example.com,IT Infrastructure,Vault server — Production,used
10.20.1.89,10.20.1.0/24,kafka85-dr-cmp.corp.example.com,IT Infrastructure,Kafka server — SELinux enforcing,used
10.20.1.90,10.20.1.0/24,redis86-dr-cmp.corp.example.com,IT Infrastructure,Redis server — Legacy system,used
10.20.1.91,10.20.1.0/24,elastic87-dr-cmp.corp.example.com,IT Infrastructure,Elastic server — Patched 2026-03,used
10.20.1.92,10.20.1.0/24,kibana88-dr-cmp.corp.example.com,IT Infrastructure,Kibana server — HA pair node A,used
10.20.1.93,10.20.1.0/24,grafana89-dr-cmp.corp.example.com,IT Infrastructure,Grafana server — Windows Server 2022,used
10.20.1.94,10.20.1.0/24,zabbix90-dr-cmp.corp.example.com,IT Infrastructure,Zabbix server — DR standby,used
10.20.1.95,10.20.1.0/24,netbox91-dr-cmp.corp.example.com,IT Infrastructure,Netbox server — HA pair node B,used
